Sample,Sub_Sample,Date_std,Lat,Lon,CP,TDN_based_ADF,B10__2DAP5x5_MED,B10__2DAP5x5_IQR,B10__BUF30m_MED,B10__BUF30m_IQR,valid_px_ratio__2DAP5x5,valid_px_ratio__BUF30m,SCL_clear_prop__2DAP5x5,SCL_cloud_prop__2DAP5x5,SCL_shadow_prop__2DAP5x5,SCL_veg_prop__2DAP5x5,SCL_clear_prop__BUF30m,SCL_cloud_prop__BUF30m,SCL_shadow_prop__BUF30m,SCL_veg_prop__BUF30m,n_scenes_used,win_days_used,min_abs_delta_day,tile_id,crs,processing_baseline,sun_zenith,sun_azimuth,cloud_cover_scene,source_s2,TEMP_MAX,TEMP_MIN,RAD_SOL,RAIN,WIND_SPD,EVAPOT,PRES_ATM,HUM_REL,TP_SFC_AVG,Wind_Dir,Dew_Point,Radiative_Dif_AVG,Radiative_Direct_AVG,PPFD,Longwave_Rad_AVG,precip_sum_d5,precip_sum_d7,precip_sum_d10,tavg_mean_d5,tavg_mean_d7,tavg_mean_d10,tmax_mean_d5,tmax_mean_d7,tmax_mean_d10,tmin_mean_d5,tmin_mean_d7,tmin_mean_d10,rh_mean_d5,rh_mean_d7,rh_mean_d10,rainy_days_d5,rainy_days_d7,rainy_days_d10,insolation_h_d5,insolation_h_d7,insolation_h_d10,B1__2DAP5x5_MED,B1__2DAP5x5_IQR,B1__BUF30m_MED,B1__BUF30m_IQR,B2__2DAP5x5_MED,B2__2DAP5x5_IQR,B2__BUF30m_MED,B2__BUF30m_IQR,B3__2DAP5x5_MED,B3__2DAP5x5_IQR,B3__BUF30m_MED,B3__BUF30m_IQR,B4__2DAP5x5_MED,B4__2DAP5x5_IQR,B4__BUF30m_MED,B4__BUF30m_IQR,B5__2DAP5x5_MED,B5__2DAP5x5_IQR,B5__BUF30m_MED,B5__BUF30m_IQR,B6__2DAP5x5_MED,B6__2DAP5x5_IQR,B6__BUF30m_MED,B6__BUF30m_IQR,B7__2DAP5x5_MED,B7__2DAP5x5_IQR,B7__BUF30m_MED,B7__BUF30m_IQR,B8__2DAP5x5_MED,B8__2DAP5x5_IQR,B8__BUF30m_MED,B8__BUF30m_IQR,B8A__2DAP5x5_MED,B8A__2DAP5x5_IQR,B8A__BUF30m_MED,B8A__BUF30m_IQR,B9__2DAP5x5_MED,B9__2DAP5x5_IQR,B9__BUF30m_MED,B9__BUF30m_IQR,B11__2DAP5x5_MED,B11__2DAP5x5_IQR,B11__BUF30m_MED,B11__BUF30m_IQR,B12__2DAP5x5_MED,B12__2DAP5x5_IQR,B12__BUF30m_MED,B12__BUF30m_IQR,granule_id_x,download_url_x,granule_id_y,download_url_y,granule_id,download_url
6,1,2022-07-06,-20.44631867,-54.83876433,5.569296814,49.96751289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,21.0,341.0,2.0,367.0,22.0,367.0,15.0,656.0,26.0,651.0,6.0,985.0,91.0,986.0,5.0,1335.0,91.0,1336.0,19.0,1904.0,45.0,1923.0,21.0,2110.0,60.0,2111.0,32.0,2072.0,70.0,2089.0,44.0,2286.0,60.0,2292.0,44.0,609.0,15.0,609.0,0.0,2404.0,166.0,2314.0,74.0,1663.0,108.0,1663.0,15.0,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif
6,2,2022-07-06,-20.44631867,-54.83876433,5.495982242,51.15011768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,21.0,341.0,2.0,367.0,22.0,367.0,15.0,656.0,26.0,651.0,6.0,985.0,91.0,986.0,5.0,1335.0,91.0,1336.0,19.0,1904.0,45.0,1923.0,21.0,2110.0,60.0,2111.0,32.0,2072.0,70.0,2089.0,44.0,2286.0,60.0,2292.0,44.0,609.0,15.0,609.0,0.0,2404.0,166.0,2314.0,74.0,1663.0,108.0,1663.0,15.0,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif
7,1,2022-07-06,-20.446936,-54.83930267,2.184244027,39.71977991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,19.0,398.0,59.0,361.0,23.0,393.0,63.0,654.0,37.0,680.0,61.0,984.0,42.0,978.0,40.0,1332.0,36.0,1332.0,46.0,1949.0,76.0,2044.0,151.0,2165.0,96.0,2287.0,209.0,2122.0,148.0,2299.0,209.0,2331.0,139.0,2485.0,192.0,624.0,25.0,624.0,0.0,2390.0,166.0,2443.0,64.0,1690.0,53.0,1665.0,18.0,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif
7,2,2022-07-06,-20.446936,-54.83930267,2.097922179,39.94216274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,19.0,398.0,59.0,361.0,23.0,393.0,63.0,654.0,37.0,680.0,61.0,984.0,42.0,978.0,40.0,1332.0,36.0,1332.0,46.0,1949.0,76.0,2044.0,151.0,2165.0,96.0,2287.0,209.0,2122.0,148.0,2299.0,209.0,2331.0,139.0,2485.0,192.0,624.0,25.0,624.0,0.0,2390.0,166.0,2443.0,64.0,1690.0,53.0,1665.0,18.0,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif
8,1,2022-07-06,-20.447077,-54.83926867,2.51860294,44.99006643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,19.0,398.0,59.0,361.0,23.0,393.0,63.0,654.0,37.0,680.0,61.0,984.0,42.0,978.0,40.0,1332.0,36.0,1332.0,46.0,1949.0,76.0,2044.0,151.0,2165.0,96.0,2287.0,209.0,2122.0,148.0,2299.0,209.0,2331.0,139.0,2485.0,192.0,624.0,25.0,624.0,0.0,2390.0,166.0,2443.0,64.0,1690.0,53.0,1665.0,18.0,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif
8,2,2022-07-06,-20.447077,-54.83926867,2.517344268,45.6389018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,19.0,398.0,59.0,361.0,23.0,393.0,63.0,654.0,37.0,680.0,61.0,984.0,42.0,978.0,40.0,1332.0,36.0,1332.0,46.0,1949.0,76.0,2044.0,151.0,2165.0,96.0,2287.0,209.0,2122.0,148.0,2299.0,209.0,2331.0,139.0,2485.0,192.0,624.0,25.0,624.0,0.0,2390.0,166.0,2443.0,64.0,1690.0,53.0,1665.0,18.0,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif,G2335155143-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022188T134721.v2.0/HLS.S30.T21KYT.2022188T134721.v2.0.B04.tif
9,1,2022-07-21,-20.44655467,-54.83886967,4.0750374,50.08470623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,15.0,312.0,6.0,364.0,20.0,350.0,12.0,691.0,29.0,672.0,3.0,1073.0,34.0,1049.0,6.0,1383.0,29.0,1364.0,10.0,1965.0,54.0,1959.0,3.0,2198.0,55.0,2185.0,8.0,2179.0,95.0,2153.0,32.0,2390.0,118.0,2348.0,4.0,482.0,6.0,478.0,0.0,2524.0,131.0,2394.0,48.0,1731.0,90.0,1671.0,20.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
9,2,2022-07-21,-20.44655467,-54.83886967,3.905531235,51.97453858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,15.0,312.0,6.0,364.0,20.0,350.0,12.0,691.0,29.0,672.0,3.0,1073.0,34.0,1049.0,6.0,1383.0,29.0,1364.0,10.0,1965.0,54.0,1959.0,3.0,2198.0,55.0,2185.0,8.0,2179.0,95.0,2153.0,32.0,2390.0,118.0,2348.0,4.0,482.0,6.0,478.0,0.0,2524.0,131.0,2394.0,48.0,1731.0,90.0,1671.0,20.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
10,1,2022-07-21,-20.44708367,-54.83894367,4.748523275,50.4350504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,24.0,380.0,27.0,372.0,25.0,408.0,36.0,693.0,43.0,763.0,58.0,1067.0,35.0,1075.0,30.0,1379.0,45.0,1383.0,57.0,1975.0,64.0,2073.0,162.0,2200.0,108.0,2341.0,244.0,2195.0,127.0,2308.0,337.0,2398.0,169.0,2534.0,254.0,483.0,17.0,494.0,15.0,2471.0,125.0,2506.0,176.0,1722.0,117.0,1670.0,53.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
10,2,2022-07-21,-20.44708367,-54.83894367,4.49175319,50.29643604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,24.0,380.0,27.0,372.0,25.0,408.0,36.0,693.0,43.0,763.0,58.0,1067.0,35.0,1075.0,30.0,1379.0,45.0,1383.0,57.0,1975.0,64.0,2073.0,162.0,2200.0,108.0,2341.0,244.0,2195.0,127.0,2308.0,337.0,2398.0,169.0,2534.0,254.0,483.0,17.0,494.0,15.0,2471.0,125.0,2506.0,176.0,1722.0,117.0,1670.0,53.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
11,1,2022-07-21,-20.447259,-54.83877367,5.190822256,49.99054854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.0,30.0,353.0,0.0,370.0,36.0,376.0,24.0,693.0,37.0,690.0,22.0,1075.0,35.0,1067.0,39.0,1383.0,34.0,1379.0,20.0,1972.0,58.0,1994.0,58.0,2198.0,88.0,2225.0,115.0,2170.0,138.0,2195.0,96.0,2395.0,124.0,2415.0,124.0,487.0,15.0,479.0,15.0,2492.0,77.0,2456.0,22.0,1735.0,63.0,1722.0,2.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
11,2,2022-07-21,-20.447259,-54.83904833,5.117069323,48.28967743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.0,16.0,380.0,27.0,376.0,32.0,408.0,30.0,701.0,35.0,718.0,80.0,1069.0,36.0,1052.0,25.0,1383.0,43.0,1314.0,89.0,1978.0,65.0,1841.0,186.0,2213.0,107.0,2073.0,271.0,2219.0,164.0,2050.0,302.0,2452.0,145.0,2221.0,275.0,494.0,16.0,494.0,11.0,2492.0,164.0,2453.0,105.0,1735.0,100.0,1709.0,16.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
12,1,2022-07-21,-20.44615,-54.83900633,3.812609284,51.31570161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,11.0,319.0,0.0,366.0,21.0,358.0,8.0,690.0,24.0,672.0,8.0,1061.0,38.0,1066.0,23.0,1374.0,20.0,1381.0,26.0,1961.0,45.0,1941.0,8.0,2198.0,82.0,2166.0,23.0,2171.0,124.0,2130.0,8.0,2390.0,154.0,2345.0,3.0,482.0,20.0,482.0,0.0,2540.0,190.0,2426.0,67.0,1719.0,107.0,1719.0,64.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
12,2,2022-07-21,-20.44615,-54.83900633,4.074594162,49.91940399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,11.0,319.0,0.0,366.0,21.0,358.0,8.0,690.0,24.0,672.0,8.0,1061.0,38.0,1066.0,23.0,1374.0,20.0,1381.0,26.0,1961.0,45.0,1941.0,8.0,2198.0,82.0,2166.0,23.0,2171.0,124.0,2130.0,8.0,2390.0,154.0,2345.0,3.0,482.0,20.0,482.0,0.0,2540.0,190.0,2426.0,67.0,1719.0,107.0,1719.0,64.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
13,1,2022-07-21,-20.446899,-54.83944133,2.247466863,48.78051506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,16.0,380.0,36.0,376.0,36.0,408.0,42.0,697.0,34.0,718.0,62.0,1069.0,67.0,1060.0,23.0,1387.0,59.0,1383.0,38.0,1966.0,61.0,2075.0,111.0,2202.0,87.0,2357.0,192.0,2187.0,118.0,2381.0,203.0,2418.0,154.0,2579.0,161.0,494.0,19.0,494.0,0.0,2506.0,263.0,2553.0,103.0,1731.0,185.0,1671.0,127.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
13,2,2022-07-21,-20.446899,-54.83944133,2.420348929,49.06326227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,16.0,380.0,36.0,376.0,36.0,408.0,42.0,697.0,34.0,718.0,62.0,1069.0,67.0,1060.0,23.0,1387.0,59.0,1383.0,38.0,1966.0,61.0,2075.0,111.0,2202.0,87.0,2357.0,192.0,2187.0,118.0,2381.0,203.0,2418.0,154.0,2579.0,161.0,494.0,19.0,494.0,0.0,2506.0,263.0,2553.0,103.0,1731.0,185.0,1671.0,127.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
14,1,2022-07-21,-20.44713633,-54.83906267,2.919129951,41.73064629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,24.0,380.0,27.0,372.0,25.0,408.0,36.0,693.0,43.0,763.0,58.0,1067.0,35.0,1075.0,30.0,1379.0,45.0,1383.0,57.0,1975.0,64.0,2073.0,162.0,2200.0,108.0,2341.0,244.0,2195.0,127.0,2308.0,337.0,2398.0,169.0,2534.0,254.0,483.0,17.0,494.0,15.0,2471.0,125.0,2506.0,176.0,1722.0,117.0,1670.0,53.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
14,2,2022-07-21,-20.44713633,-54.83906267,2.574416975,41.15968057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,24.0,380.0,27.0,372.0,25.0,408.0,36.0,693.0,43.0,763.0,58.0,1067.0,35.0,1075.0,30.0,1379.0,45.0,1383.0,57.0,1975.0,64.0,2073.0,162.0,2200.0,108.0,2341.0,244.0,2195.0,127.0,2308.0,337.0,2398.0,169.0,2534.0,254.0,483.0,17.0,494.0,15.0,2471.0,125.0,2506.0,176.0,1722.0,117.0,1670.0,53.0,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif,G2362361345-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022203T134709.v2.0/HLS.S30.T21KYT.2022203T134709.v2.0.B07.tif
15,1,2022-05-05,-20.44708767,-54.83857533,7.383236857,59.16877402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8303.0,51.0,8277.0,17.0,7903.0,124.0,7875.0,124.0,7951.0,109.0,7903.0,139.0,7761.0,155.0,7694.0,140.0,7443.0,176.0,7383.0,168.0,7718.0,168.0,7627.0,134.0,8057.0,176.0,7951.0,127.0,7546.0,171.0,7503.0,171.0,8075.0,163.0,7979.0,128.0,810.0,35.0,803.0,14.0,6703.0,217.0,6574.0,168.0,5151.0,258.0,4997.0,178.0,G2264181238-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022123T135109.v2.0/HLS.S30.T21KYT.2022123T135109.v2.0.B8A.tif,G2264181238-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022123T135109.v2.0/HLS.S30.T21KYT.2022123T135109.v2.0.B8A.tif,G2264181238-LPCLOUD,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/HLSS30.020/HLS.S30.T21KYT.2022123T135109.v2.0/HLS.S30.T21KYT.2022123T135109.v2.0.B8A.tif
